VIN,Associated Location,Current Location,Associated Location IDs,Current LocationIDs
0EPA2Y82L2RXCNMGL,"5403 Illinois Avenue, Nashville, TN 37209","5403 Illinois Avenue, Nashville, TN 37209",9802933570,9802933570
0FQ33LYJE0DZ2I5J6,"1903 Bashford Manor Lane, Louisville, KY 40218","1903 Bashford Manor Lane, Louisville, KY 40218",9803072892,9803072892
5BQRGB0Y452MNPTRR,"74 Springfield Street, Agawam, MA 01001","74 Springfield Street, Agawam, MA 01001",9804071310,9804071310
JQDMTYSZQP7U2PKPU,"1267 Martin Street, Nashville, TN 37203","1267 Martin Street, Nashville, TN 37203",9804019343,9804019343
NS2CBEH7KAKTV7Q3S,"1770 Colony Way, Fayetteville, AR 72704","1770 Colony Way, Fayetteville, AR 72704",9802944514,9802944514
YI5FVLTQBWRNZSHDO,"4695 East Huntsville Road, Fayetteville, AR 72701","4695 East Huntsville Road, Fayetteville, AR 72701",9802833996,9802833996
DE3D6GIPQNLA9ZUQU,"1903 Bashford Manor Lane, Louisville, KY 40218","1903 Bashford Manor Lane, Louisville, KY 40218",9803072892,9803072892
QSTM293R76G0J9ZIA,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
CRKQRZNKISFSGDPSN,"6657 West Rose Garden Lane, Glendale, AZ 85308","6657 West Rose Garden Lane, Glendale, AZ 85308",9803040371,9803040371
BD8QUJ9KRKEOMWATV,"3034 Mica Street, Fayetteville, AR 72704","3034 Mica Street, Fayetteville, AR 72704",9804199937,9804199937
SDXM76CQJ1YM6GNGY,"5601 West Crocus Drive, Glendale, AZ 85306","5601 West Crocus Drive, Glendale, AZ 85306",9802667289,9802667289
BE9LY743J8VLQ9COX,"1364 Capri Drive, Panama City, FL 32405","1364 Capri Drive, Panama City, FL 32405",9803001871,9803001871
Z5OW26048X5OSU1DV,"87 Horseshoe Drive, West Windsor, VT 05037","87 Horseshoe Drive, West Windsor, VT 05037",9804092590,9804092590
9WS4A7995NQJ607RB,"1267 Martin Street, Nashville, TN 37203","1267 Martin Street, Nashville, TN 37203",9804019343,9804019343
E89NQDMXHSTCQ2SFQ,"81 Seaton Place Northwest, Washington, DC 20001","81 Seaton Place Northwest, Washington, DC 20001",9803094809,9803094809
3AHJGG48HPVSLZQR2,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
KNO7T53NI1XJG5MWW,"23 Sable Run Lane, Methuen, MA 01844","23 Sable Run Lane, Methuen, MA 01844",9803094811,9803094811
7SK8RE9SVQGHZUXSF,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
VAN0X4J54GUMXCJ0P,"18 Densmore Drive, Essex, VT 05452","18 Densmore Drive, Essex, VT 05452",9802667287,9802667287
PULBQZ4613EKZKP0B,"2811 Battery Place Northwest, Washington, DC 20016","2811 Battery Place Northwest, Washington, DC 20016",9802561972,9802561972
BV3X7J8GB3JSXIVOJ,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
DFKFPU8XJLL8OHVY9,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
B2X5XP3TIF5GXDURA,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
4B9ORYKS0LTED38FI,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
FTA1J45XF9PKDU6TM,"1903 Bashford Manor Lane, Louisville, KY 40218","1903 Bashford Manor Lane, Louisville, KY 40218",9803072892,9803072892
Z1MH39VOBFOKWIG0F,"8502 Madrone Avenue, Louisville, KY 40258","8502 Madrone Avenue, Louisville, KY 40258",9803084944,9803084944
0AI4T3B4F8QDLVQ6T,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
TPHSQLKIMORZOSLDV,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
2U8R4RQQQFYET71Q3,"450 Kinhawk Drive, Nashville, TN 37211","450 Kinhawk Drive, Nashville, TN 37211",9802981421,9802981421
4JW57PHKFJB4Z1WE0,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
8NOS8D1W5H2YDL8F2,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
KVX2F14AO1PWIKVHE,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
8G497W5IPC2HVBVKK,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
C1K03NJINJ9CRYKM1,"4695 East Huntsville Road, Fayetteville, AR 72701","4695 East Huntsville Road, Fayetteville, AR 72701",9802833996,9802833996
FL2WQV6RQOXBIEXAH,"18 Densmore Drive, Essex, VT 05452","18 Densmore Drive, Essex, VT 05452",9802667287,9802667287
YVW3SQ0E7VWJ3MKDI,"2721 Lindsay Avenue, Louisville, KY 40206","2721 Lindsay Avenue, Louisville, KY 40206",9804347670,9804347670
6Q97I6I4R87CAKYZ6,"450 Kinhawk Drive, Nashville, TN 37211","450 Kinhawk Drive, Nashville, TN 37211",9802981421,9802981421
26DO1NS8JLLWRX9Q3,"1513 Cathy Street, Savannah, GA 31415","1513 Cathy Street, Savannah, GA 31415",9803001870,9803001870
7ONL0H81E5WKVCKAD,"4 Old Colony Way, Yarmouth, MA 02664","4 Old Colony Way, Yarmouth, MA 02664",9804103823,9804103823
7HZV9ZY23W7Q6N7SL,"3034 Mica Street, Fayetteville, AR 72704","3034 Mica Street, Fayetteville, AR 72704",9804199937,9804199937
IQ3LIN8JLFCI3RYYE,"637 Britannia Drive, Vallejo, CA 94591","637 Britannia Drive, Vallejo, CA 94591",9802667288,9802667288
DT05ARWBVY7DQTAES,"8821 West Myrtle Avenue, Glendale, AZ 85305","8821 West Myrtle Avenue, Glendale, AZ 85305",9802955552,9802955552
H2RKIXGUI19VGSW1V,"8821 West Myrtle Avenue, Glendale, AZ 85305","8821 West Myrtle Avenue, Glendale, AZ 85305",9802955552,9802955552
KZ3N96HAAN6L6CWFV,"4 Old Colony Way, Yarmouth, MA 02664","4 Old Colony Way, Yarmouth, MA 02664",9804103823,9804103823
PF1ITKPQT7AXWD9F4,"629 Debbie Drive, Nashville, TN 37076","629 Debbie Drive, Nashville, TN 37076",9804165031,9804165031
AJLEVFUDF76NRPAYW,"2721 Lindsay Avenue, Louisville, KY 40206","2721 Lindsay Avenue, Louisville, KY 40206",9804347670,9804347670
4TI7V7B46D3B51WVN,"600 West 19th Avenue, Anchorage, AK 99503","600 West 19th Avenue, Anchorage, AK 99503",9803015532,9803015532
L9B93PSEAZVEUM95P,"31353 Santa Elena Way, Union City, CA 94587","31353 Santa Elena Way, Union City, CA 94587",9804029266,9804029266
BV6YE480E60GJGV1D,"5461 West Shades Valley Drive, Montgomery, AL 36108","5461 West Shades Valley Drive, Montgomery, AL 36108",9804140659,9804140659
1I22OESJBDF47EIV4,"314 South 17th Street, Nashville, TN 37206","314 South 17th Street, Nashville, TN 37206",9804103824,9804103824
FDPHVARIS97JZ4J6B,"81 Seaton Place Northwest, Washington, DC 20001","81 Seaton Place Northwest, Washington, DC 20001",9803094809,9803094809
LMZUIVO0TJ1GWCMII,"87 Horseshoe Drive, West Windsor, VT 05037","87 Horseshoe Drive, West Windsor, VT 05037",9804092590,9804092590
6IAU0VMWIMUCJYO89,"7431 Candace Way, Louisville, KY 40214","7431 Candace Way, Louisville, KY 40214",9804029265,9804029265
9V5ZCY5E9DP1D0UD8,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
A8HN0ZOX9HF88U8F3,"8821 West Myrtle Avenue, Glendale, AZ 85305","8821 West Myrtle Avenue, Glendale, AZ 85305",9802955552,9802955552
JUYCR96TIWEFGQJLA,"388 East Main Street, , VT 05753","388 East Main Street, , VT 05753",9802844235,9802844235
K39QOKFFYDBZCJJO9,"5461 West Shades Valley Drive, Montgomery, AL 36108","5461 West Shades Valley Drive, Montgomery, AL 36108",9804140659,9804140659
YLAVTKU4RKSM2TJBZ,"8376 Albacore Drive, Pasadena, MD 21122","8376 Albacore Drive, Pasadena, MD 21122",9802738066,9802738066
XUEDNUBS5GOXAREIG,"2811 Battery Place Northwest, Washington, DC 20016","2811 Battery Place Northwest, Washington, DC 20016",9802561972,9802561972
064D9BSX4WQZNF2XT,"159 Downey Drive, Manchester, CT 06040","159 Downey Drive, Manchester, CT 06040",9802448723,9802448723
KKGSMY7O1IPCMZ5ZE,"1649 Timberridge Court, Fayetteville, AR 72704","1649 Timberridge Court, Fayetteville, AR 72704",9804127287,9804127287
2S75TBKA0N1EM4BOB,"23 Sable Run Lane, Methuen, MA 01844","23 Sable Run Lane, Methuen, MA 01844",9803094811,9803094811
PCFAZB2VNXUW0K7XE,"450 Kinhawk Drive, Nashville, TN 37211","450 Kinhawk Drive, Nashville, TN 37211",9802981421,9802981421
61BUUQNXG4C5N63X1,"20930 Todd Valley Road, Foresthill, CA 95631","20930 Todd Valley Road, Foresthill, CA 95631",9804152489,9804152489
KAMP6M6Y4ILIDQA0W,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
Y4C4822IF67Q7TX8X,"125 John Street, Santa Cruz, CA 95060","125 John Street, Santa Cruz, CA 95060",9802620778,9802620778
Y1BV6G36IQF558E14,"716 Waller Road, Brentwood, TN 37027","716 Waller Road, Brentwood, TN 37027",9804019342,9804019342
FTRNXE7YSUVEKM91D,"109 Summit Street, Burlington, VT 05401","109 Summit Street, Burlington, VT 05401",9804174498,9804174498
PCX0TBHB6YUCY2BJW,"20930 Todd Valley Road, Foresthill, CA 95631","20930 Todd Valley Road, Foresthill, CA 95631",9804152489,9804152489
9VDVMWMNV5IH2C2IY,"5114 Greentree Drive, Nashville, TN 37211","5114 Greentree Drive, Nashville, TN 37211",9802751028,9802751028
PA8CJH1CH4DEJR36R,"270 Chrissy's Court, , VT 05443","270 Chrissy's Court, , VT 05443",9802620779,9802620779
19L1A9O954M914HMZ,"816 West 19th Avenue, Anchorage, AK 99503","816 West 19th Avenue, Anchorage, AK 99503",9804199936,9804199936
FW2S27G12PJ6K4W21,"716 Waller Road, Brentwood, TN 37027","716 Waller Road, Brentwood, TN 37027",9804019342,9804019342
KIPTVARU3S5C6PYV4,"416 McIver Street, Nashville, TN 37211","416 McIver Street, Nashville, TN 37211",9804029267,9804029267
2LIXURP0EB86YCBDV,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
1UGCYWTA4DCWK7KPE,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
TFTBTPOEW9SBHRLGY,"12245 West 71st Place, Arvada, CO 80004","12245 West 71st Place, Arvada, CO 80004",9802819074,9802819074
KHUBPHDXHJPX7AU4B,"7431 Candace Way, Louisville, KY 40214","7431 Candace Way, Louisville, KY 40214",9804029265,9804029265
ITUERPXC57LY0ELVB,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
N6WYHZM6ESA7ZJCJQ,"416 McIver Street, Nashville, TN 37211","416 McIver Street, Nashville, TN 37211",9804029267,9804029267
IZ5X8EVF8VBM0UKLF,"4695 East Huntsville Road, Fayetteville, AR 72701","4695 East Huntsville Road, Fayetteville, AR 72701",9802833996,9802833996
4X6GN1CJ4D2UGMSGO,"1508 Massachusetts Avenue Southeast, Washington, DC 20003","1508 Massachusetts Avenue Southeast, Washington, DC 20003",9804071311,9804071311
GROHGXG5F853ZUSF4,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
ZV3M1GRVDDDJX735M,"8800 Cordell Circle, Anchorage, AK 99502","8800 Cordell Circle, Anchorage, AK 99502",9804152490,9804152490
QEOQV08AMHABBI10C,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
I4QLDNKTONL5AE1XF,"3034 Mica Street, Fayetteville, AR 72704","3034 Mica Street, Fayetteville, AR 72704",9804199937,9804199937
N5RFAO01FRGFROH6B,"308 Woodleaf Court, Glen Burnie, MD 21061","308 Woodleaf Court, Glen Burnie, MD 21061",9803072894,9803072894
I70HWWLPHYXXYFVEW,"49548 Road 200, O'Neals, CA 93645","49548 Road 200, O'Neals, CA 93645",9803072893,9803072893
LZXK3TLTNYYUALKRL,"388 East Main Street, , VT 05753","388 East Main Street, , VT 05753",9802844235,9802844235
4EGOVILTKDMCBNKZ4,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
QX3718ID5LJ4OJWB7,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
E0ZEE0Y3PZR8B47SI,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
KWTT0UDNA5JM84VND,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
PIG4P0ZUB8XCQZ2FA,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
LV6NSCZOAN6V5DJ7U,"6601 West Ocotillo Road, Glendale, AZ 85301","6601 West Ocotillo Road, Glendale, AZ 85301",9802917046,9802917046
71VVN9HQGOCCBNSB7,"10826 Pointe Royal Drive, Bakersfield, CA 93311","10826 Pointe Royal Drive, Bakersfield, CA 93311",9802751027,9802751027
70ZZLHP15F4G4J5N5,"270 Chrissy's Court, , VT 05443","270 Chrissy's Court, , VT 05443",9802620779,9802620779
6QZFFBHLJVITEFFJV,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
KRV93E7XJ0UQF0V8K,"81 Seaton Place Northwest, Washington, DC 20001","81 Seaton Place Northwest, Washington, DC 20001",9803094809,9803094809
GVDS1CWJ67YJJTDI1,"1508 Massachusetts Avenue Southeast, Washington, DC 20003","1508 Massachusetts Avenue Southeast, Washington, DC 20003",9804071311,9804071311
35P4U3ZM7WZDWMZP8,"700 Winston Place, Anchorage, AK 99504","700 Winston Place, Anchorage, AK 99504",9804087440,9804087440
IL99AIUPI8KJ4NPBF,"8505 Waters Avenue, Savannah, GA 31406","8505 Waters Avenue, Savannah, GA 31406",9804307366,9804307366
67RA8Z6FC5H78LJ9S,"2905 Stonebridge Court, Norman, OK 73071","2905 Stonebridge Court, Norman, OK 73071",9804152487,9804152487
OVBELZL80K6K919MA,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
AJ44XD1XX8RZTMF8S,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
FJW4VDEBELR10DH48,"1903 Bashford Manor Lane, Louisville, KY 40218","1903 Bashford Manor Lane, Louisville, KY 40218",9803072892,9803072892
3N2ZI7YNGUX9RHGEN,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
OR1S0I5W2JLX2T4EH,"816 West 19th Avenue, Anchorage, AK 99503","816 West 19th Avenue, Anchorage, AK 99503",9804199936,9804199936
NDQJAI7KPL0EDJIR8,"210 Lacross Lane, Westmore, VT 05860","210 Lacross Lane, Westmore, VT 05860",9802721820,9802721820
LR62WX3YUXLB5HAXX,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
UTFNYEQS0P7VH6Q6W,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
66O707W8WEADDR4UH,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
IEJG7D7IFUNGPNHA0,"210 Lacross Lane, Westmore, VT 05860","210 Lacross Lane, Westmore, VT 05860",9802721820,9802721820
M25R2L7KWYXDV67YL,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
18ERY3SC7ZLGJOSH4,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
Y64SJ4XKNQQ1Y5IKR,"81 Seaton Place Northwest, Washington, DC 20001","81 Seaton Place Northwest, Washington, DC 20001",9803094809,9803094809
Q7NLBL4L6II04XWTK,"20930 Todd Valley Road, Foresthill, CA 95631","20930 Todd Valley Road, Foresthill, CA 95631",9804152489,9804152489
H74XI4DHTDAQIVHQR,"8502 Madrone Avenue, Louisville, KY 40258","8502 Madrone Avenue, Louisville, KY 40258",9803084944,9803084944
EPX18EQORF09P9QP9,"81 Seaton Place Northwest, Washington, DC 20001","81 Seaton Place Northwest, Washington, DC 20001",9803094809,9803094809
W42U3TGBBD5DCZ1JX,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
8RVP5FJBJCR4Q9J6Z,"913 Fallview Trail, Nashville, TN 37211","913 Fallview Trail, Nashville, TN 37211",9802448724,9802448724
GSVB9TCFJYW62K3IE,"1208 Elkader Court North, Nashville, TN 37013","1208 Elkader Court North, Nashville, TN 37013",9803040372,9803040372
3PKMWAP5OTCTJ38ED,"491 Arabian Way, Grand Junction, CO 81504","491 Arabian Way, Grand Junction, CO 81504",9802751029,9802751029
X9TU1CQYV5PT6TX82,"5108 Franklin Street, Savannah, GA 31405","5108 Franklin Street, Savannah, GA 31405",9804273061,9804273061
YP5AMLTHLMF2KYBKR,"131 Westerly Street, Manchester, CT 06042","131 Westerly Street, Manchester, CT 06042",9803058289,9803058289
622PQT8T6GHD649TR,"1364 Capri Drive, Panama City, FL 32405","1364 Capri Drive, Panama City, FL 32405",9803001871,9803001871
6Z77FA6T8BX53B346,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
G9DQ7S7KQ20L6UYV3,"308 Woodleaf Court, Glen Burnie, MD 21061","308 Woodleaf Court, Glen Burnie, MD 21061",9803072894,9803072894
OIIFTHJWMJ7D3PNP8,"74 Springfield Street, Agawam, MA 01001","74 Springfield Street, Agawam, MA 01001",9804071310,9804071310
4P6QUVE66Z2IUXJLO,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
993MOQKW01TB19683,"1407 Walden Court, Crofton, MD 21114","1407 Walden Court, Crofton, MD 21114",9804041763,9804041763
O54NOC3HL5RK7JJ5O,"81 Seaton Place Northwest, Washington, DC 20001","81 Seaton Place Northwest, Washington, DC 20001",9803094809,9803094809
TZKVXPE9EP8UU32MX,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
SKATK4VSHR3SN5DB5,"5114 Greentree Drive, Nashville, TN 37211","5114 Greentree Drive, Nashville, TN 37211",9802751028,9802751028
HA5DKKWXUY3F4U2SC,"491 Arabian Way, Grand Junction, CO 81504","491 Arabian Way, Grand Junction, CO 81504",9802751029,9802751029
YTQP7FPG53LJSFOML,"1364 Capri Drive, Panama City, FL 32405","1364 Capri Drive, Panama City, FL 32405",9803001871,9803001871
I7CMZW88CYX074N1O,"5114 Greentree Drive, Nashville, TN 37211","5114 Greentree Drive, Nashville, TN 37211",9802751028,9802751028
ZRUFP7QYVPKUOMLPQ,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
EX8Y82EBMX951XYV0,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
235I1NZZR59KR6T5N,"125 John Street, Santa Cruz, CA 95060","125 John Street, Santa Cruz, CA 95060",9802620778,9802620778
MZ20M1GPWMWT1QJG0,"22572 Toreador Drive, Salinas, CA 93908","22572 Toreador Drive, Salinas, CA 93908",9804199864,9804199864
CN5LTOXNJZUQ3IJJG,"310 Timrod Road, Manchester, CT 06040","310 Timrod Road, Manchester, CT 06040",9802994185,9802994185
T64KXF4L5GMXMHT0W,"31353 Santa Elena Way, Union City, CA 94587","31353 Santa Elena Way, Union City, CA 94587",9804029266,9804029266
MPFM9WXPO5ALPA433,"8502 Madrone Avenue, Louisville, KY 40258","8502 Madrone Avenue, Louisville, KY 40258",9803084944,9803084944
HY1TT8JY61MVLP251,"2010 Rising Hill Drive, Norman, OK 73071","2010 Rising Hill Drive, Norman, OK 73071",9802819075,9802819075
PMVFFG3XU1HVE36UJ,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
WGNYJ62MZOJNUT0NH,"210 Lacross Lane, Westmore, VT 05860","210 Lacross Lane, Westmore, VT 05860",9802721820,9802721820
HESQI8XZ6J1QIUB0X,"913 Fallview Trail, Nashville, TN 37211","913 Fallview Trail, Nashville, TN 37211",9802448724,9802448724
3ZM0XZVY0YN17FLOS,"1208 Elkader Court North, Nashville, TN 37013","1208 Elkader Court North, Nashville, TN 37013",9803040372,9803040372
TYRKLYRPRDGF6WW5J,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
UV6YOU0E6B8DK4TLK,"2905 Stonebridge Court, Norman, OK 73071","2905 Stonebridge Court, Norman, OK 73071",9804152487,9804152487
EQHABZD4HG1G5ZDP3,"2811 Battery Place Northwest, Washington, DC 20016","2811 Battery Place Northwest, Washington, DC 20016",9802561972,9802561972
YTMDJTWCECH6VFZ5G,"1 Kempf Drive, Easton, MA 02375","1 Kempf Drive, Easton, MA 02375",9804127288,9804127288
ARGDOFJOHZ5MYTCF8,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
G4Q3E5M2HEQROIXQ0,"8800 Cordell Circle, Anchorage, AK 99502","8800 Cordell Circle, Anchorage, AK 99502",9804152490,9804152490
QMRHVH6YK3UG2K9PA,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
AJNDMLCXGYU80BRMW,"308 Woodleaf Court, Glen Burnie, MD 21061","308 Woodleaf Court, Glen Burnie, MD 21061",9803072894,9803072894
MZNPVBZJSSYLVTWIW,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
VGYUE6N3VJ309SO6R,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
80F86867I4UKHAIGG,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
D4VJDNB707ANHISA1,"125 John Street, Santa Cruz, CA 95060","125 John Street, Santa Cruz, CA 95060",9802620778,9802620778
TCZG3BG8ICG3Z2NG0,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
WB487ILNLN2GRPK9R,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
QJ6SHDKPSR0RO3O1Z,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
HC7VWA0V4TDKGO0ZS,"159 Downey Drive, Manchester, CT 06040","159 Downey Drive, Manchester, CT 06040",9802448723,9802448723
SCO1D6XZAF9S3SOCR,"23 Sable Run Lane, Methuen, MA 01844","23 Sable Run Lane, Methuen, MA 01844",9803094811,9803094811
PZDB1CV3KC7OAPAA2,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
6H2B5X745XVHAMJUM,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
434MORMRI80GO24L3,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
PAYH4Z2X6PCKF1PKZ,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
5QRXGT9SX0T3QZXZE,"5615 West Villa Maria Drive, Glendale, AZ 85308","5615 West Villa Maria Drive, Glendale, AZ 85308",9804092589,9804092589
PFTXKRGGQDJ4XHW6V,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
MUR5LMEUDMDUWSFJU,"4695 East Huntsville Road, Fayetteville, AR 72701","4695 East Huntsville Road, Fayetteville, AR 72701",9802833996,9802833996
VU730LYJ7JQ5DD4EW,"388 East Main Street, , VT 05753","388 East Main Street, , VT 05753",9802844235,9802844235
Q95BJETSLMW0T8L87,"6657 West Rose Garden Lane, Glendale, AZ 85308","6657 West Rose Garden Lane, Glendale, AZ 85308",9803040371,9803040371
K85YODQQ6WC6C9J29,"491 Arabian Way, Grand Junction, CO 81504","491 Arabian Way, Grand Junction, CO 81504",9802751029,9802751029
Z0M5O5QLU5WI812DE,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
0VAUQM2HHFN1V2QT1,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
QI9IT8M1Z8VR15OJ4,"80 North East Street, Holyoke, MA 01040","80 North East Street, Holyoke, MA 01040",9802833995,9802833995
D38ETKP1H4FNT9DIF,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
W7B4UB2Y44F7WXQZX,"8505 Waters Avenue, Savannah, GA 31406","8505 Waters Avenue, Savannah, GA 31406",9804307366,9804307366
