VIN,Associated Location,Current Location,Associated Location IDs,Current LocationIDs
P1EIB40BNT32THH92,"8502 Madrone Avenue, Louisville, KY 40258","8502 Madrone Avenue, Louisville, KY 40258",9803084944,9803084944
7GGL2ZCOP7HSLKVXR,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
LFG90JLFNC152695S,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
PLLFQ6V5MS2J30GGS,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
KJP0K15370PU4DVHW,"3162 Martin Luther King Junior Boulevard, Fayetteville, AR 72704","3162 Martin Luther King Junior Boulevard, Fayetteville, AR 72704",9804140660,9804140660
UDIU77M7EW1DVKEM5,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
KRDV37LPHUIF7DQ72,"23 Sable Run Lane, Methuen, MA 01844","23 Sable Run Lane, Methuen, MA 01844",9803094811,9803094811
IPOZY1YHV1MHL9ZLE,"23 Sable Run Lane, Methuen, MA 01844","23 Sable Run Lane, Methuen, MA 01844",9803094811,9803094811
LZTIK415DFL0F1NOY,"3162 Martin Luther King Junior Boulevard, Fayetteville, AR 72704","3162 Martin Luther King Junior Boulevard, Fayetteville, AR 72704",9804140660,9804140660
TGDWULRM8INI2PJVM,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
XKMUAK0KXL3852WTX,"12245 West 71st Place, Arvada, CO 80004","12245 West 71st Place, Arvada, CO 80004",9802819074,9802819074
42695GT96FIM7PHUE,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
YQZUMEDC5SUBDBQJE,"1101 Lotus Avenue, Glen Burnie, MD 21061","1101 Lotus Avenue, Glen Burnie, MD 21061",9802721819,9802721819
IPCL6OBT7UDYCFQAP,"270 Chrissy's Court, , VT 05443","270 Chrissy's Court, , VT 05443",9802620779,9802620779
EL9ZX9JY05PI3F0RZ,"308 Woodleaf Court, Glen Burnie, MD 21061","308 Woodleaf Court, Glen Burnie, MD 21061",9803072894,9803072894
N6M37A8A8M715QPGF,"1508 Massachusetts Avenue Southeast, Washington, DC 20003","1508 Massachusetts Avenue Southeast, Washington, DC 20003",9804071311,9804071311
3EHDFXF58ELZZ8G6F,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
WHYHUFUM1KWSH8LXS,"816 West 19th Avenue, Anchorage, AK 99503","816 West 19th Avenue, Anchorage, AK 99503",9804199936,9804199936
AAF0RHY0Y1A0X337B,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
I9J5ZM5PD9QHSFZIB,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
Q3OCSB0DA00AFOUHZ,"8800 Cordell Circle, Anchorage, AK 99502","8800 Cordell Circle, Anchorage, AK 99502",9804152490,9804152490
BP8XNQT8FDBWC6CO9,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
VLH7NLG5SNNS2QLHE,"80 North East Street, Holyoke, MA 01040","80 North East Street, Holyoke, MA 01040",9802833995,9802833995
CTLKW757XPU018DF3,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
HJN92QZ0S74QDJUGW,"31353 Santa Elena Way, Union City, CA 94587","31353 Santa Elena Way, Union City, CA 94587",9804029266,9804029266
MULJWB5JM54478R7G,"1508 Massachusetts Avenue Southeast, Washington, DC 20003","1508 Massachusetts Avenue Southeast, Washington, DC 20003",9804071311,9804071311
P71DA11ZSD0AULJQ7,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
MRNAXU2HK6MI2SR4X,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
7H4JZOOTHHU03FTJZ,"5306 Ritchie Highway, Baltimore, MD 21225","5306 Ritchie Highway, Baltimore, MD 21225",9804152488,9804152488
PC3Z9ZOOHHW6PFJHA,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
IQE5ZRNWDQ87BYBSJ,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
5ADOF30P1CYD3FB8R,"1 Kempf Drive, Easton, MA 02375","1 Kempf Drive, Easton, MA 02375",9804127288,9804127288
HLXHY68AW1WWXXCLG,"1508 Massachusetts Avenue Southeast, Washington, DC 20003","1508 Massachusetts Avenue Southeast, Washington, DC 20003",9804071311,9804071311
4TGDCK3VXXGGHACCQ,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
CCT4GAYPHE3JUW329,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
YAWRZDVP3E8S2XW1L,"310 Timrod Road, Manchester, CT 06040","310 Timrod Road, Manchester, CT 06040",9802994185,9802994185
25O2OKWRTFNGKNJZ8,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
L6UB68CYJ7X0C30AI,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
6DBIZO5E79I2VWMZC,"716 Waller Road, Brentwood, TN 37027","716 Waller Road, Brentwood, TN 37027",9804019342,9804019342
E69GTL3S8KD8E0HS9,"31353 Santa Elena Way, Union City, CA 94587","31353 Santa Elena Way, Union City, CA 94587",9804029266,9804029266
XSB6D5VYANQF8U6M3,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
7KBE3F9IS02NI7ZLY,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
JCP03VP2H8ZXNHT7B,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
R5EE9XQ07S9HBBI6L,"8376 Albacore Drive, Pasadena, MD 21122","8376 Albacore Drive, Pasadena, MD 21122",9802738066,9802738066
DWECS79Y4LBB2PF06,"310 Timrod Road, Manchester, CT 06040","310 Timrod Road, Manchester, CT 06040",9802994185,9802994185
C5SD5303MD6T5DSMY,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
CK6XGGAOO0LURII68,"8505 Waters Avenue, Savannah, GA 31406","8505 Waters Avenue, Savannah, GA 31406",9804307366,9804307366
TJ0TYFTFKSTDXSLQY,"10826 Pointe Royal Drive, Bakersfield, CA 93311","10826 Pointe Royal Drive, Bakersfield, CA 93311",9802751027,9802751027
D387PHQ09YKHHGH7K,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
DPVJA3QI4WOOUK46F,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
NFQA85XAW4RV9SVTT,"80 North East Street, Holyoke, MA 01040","80 North East Street, Holyoke, MA 01040",9802833995,9802833995
WGEIR6CJHKHOKT9B6,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
Z5U0834DW7EVJ4HV5,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
NCRU0M6WNEGWRP3Q6,"1770 Colony Way, Fayetteville, AR 72704","1770 Colony Way, Fayetteville, AR 72704",9802944514,9802944514
YCJ33U3JSB461I6MD,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
SE3DCVAXEAJC8XF0C,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
5H0MN0RJYHC23EL7L,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
JI6A3U4AXWE95ZK66,"1364 Capri Drive, Panama City, FL 32405","1364 Capri Drive, Panama City, FL 32405",9803001871,9803001871
1OFIHFASO5U7X15W6,"6601 West Ocotillo Road, Glendale, AZ 85301","6601 West Ocotillo Road, Glendale, AZ 85301",9802917046,9802917046
W3NJ1ZIAY5Q6SKCR2,"1101 Lotus Avenue, Glen Burnie, MD 21061","1101 Lotus Avenue, Glen Burnie, MD 21061",9802721819,9802721819
QJOOSATQZZKO1IYJ1,"6657 West Rose Garden Lane, Glendale, AZ 85308","6657 West Rose Garden Lane, Glendale, AZ 85308",9803040371,9803040371
Q802ZUV97X1X5ELVE,"80 North East Street, Holyoke, MA 01040","80 North East Street, Holyoke, MA 01040",9802833995,9802833995
4SD7YJNA79677JI3E,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
DY63672MQX2Q6ALSJ,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
7UFJ80VT19BRGWWSZ,"8800 Cordell Circle, Anchorage, AK 99502","8800 Cordell Circle, Anchorage, AK 99502",9804152490,9804152490
J2ID9ZYDLT6VPPH85,"8376 Albacore Drive, Pasadena, MD 21122","8376 Albacore Drive, Pasadena, MD 21122",9802738066,9802738066
G5MXBKVSID1U218ZG,"6231 North 67th Avenue, Glendale, AZ 85301","6231 North 67th Avenue, Glendale, AZ 85301",9804199938,9804199938
AO161KDMBCNXYUPUL,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
311GVPFAIDPO9Y9Y4,"4695 East Huntsville Road, Fayetteville, AR 72701","4695 East Huntsville Road, Fayetteville, AR 72701",9802833996,9802833996
423X785I8MWMT8B5V,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
7O32KXIKK5SM7QJIZ,"1 Kempf Drive, Easton, MA 02375","1 Kempf Drive, Easton, MA 02375",9804127288,9804127288
ZLPPKUG5JQTEL6U68,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
JWA7KBDHAUPQW4QFI,"6657 West Rose Garden Lane, Glendale, AZ 85308","6657 West Rose Garden Lane, Glendale, AZ 85308",9803040371,9803040371
6XHQ14HKKMMVZC187,"109 Summit Street, Burlington, VT 05401","109 Summit Street, Burlington, VT 05401",9804174498,9804174498
Y7EHVOWF5KYB0D5YP,"1364 Capri Drive, Panama City, FL 32405","1364 Capri Drive, Panama City, FL 32405",9803001871,9803001871
VNDGNFQH5EUVNS0VQ,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
DK9O6DIE8RXV37OBP,"270 Chrissy's Court, , VT 05443","270 Chrissy's Court, , VT 05443",9802620779,9802620779
N5KMTEC14FWAX50EO,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
BFQ61D6BSO1RO38XM,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
C51S6GJK490ZM4XYT,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
4374S5NYDN399E22K,"1903 Bashford Manor Lane, Louisville, KY 40218","1903 Bashford Manor Lane, Louisville, KY 40218",9803072892,9803072892
AO0STURM02FBM49P4,"491 Arabian Way, Grand Junction, CO 81504","491 Arabian Way, Grand Junction, CO 81504",9802751029,9802751029
GRK5T13YGXXOPS7RN,"172 Alburg Springs Road, Alburgh, VT 05440","172 Alburg Springs Road, Alburgh, VT 05440",9804224059,9804224059
DKAJ4OYQ5Z4QSSHXH,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
431O3ZABZ72GPK887,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
JDX30ZEC6T64O8A0O,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
MQ1A3AKGKXV06KQ1I,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
XLSAD5YE87GBYV3W2,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
9OGZVBMP2PWBQS3ZQ,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
Y5QRFOCJK74OMSWIU,"159 Downey Drive, Manchester, CT 06040","159 Downey Drive, Manchester, CT 06040",9802448723,9802448723
GYQKNZP986ORWTX02,"491 Arabian Way, Grand Junction, CO 81504","491 Arabian Way, Grand Junction, CO 81504",9802751029,9802751029
J5QBO9OCL1LWSSKLG,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
JUE1VXEPA4OKW46U8,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
ZQOYQCM0Z97LDI6P6,"5108 Franklin Street, Savannah, GA 31405","5108 Franklin Street, Savannah, GA 31405",9804273061,9804273061
2S8ZKLHCBZ4XYW2Y5,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
LD5S4VP0UF3R1RD9F,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
VSDPLS6JFSNKAK1VG,"310 Timrod Road, Manchester, CT 06040","310 Timrod Road, Manchester, CT 06040",9802994185,9802994185
4POXPYYGO37N57HH2,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
CLHKDOYA7ENBAH6R8,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
4U5WN34V9LU1ZIZWZ,"700 Winston Place, Anchorage, AK 99504","700 Winston Place, Anchorage, AK 99504",9804087440,9804087440
GA2K0GG5DRS3PD919,"700 Winston Place, Anchorage, AK 99504","700 Winston Place, Anchorage, AK 99504",9804087440,9804087440
CRM6CGR9RQTNTH8NB,"6231 North 67th Avenue, Glendale, AZ 85301","6231 North 67th Avenue, Glendale, AZ 85301",9804199938,9804199938
E49KLYLQ1SZZT5BLS,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
YXRQGJ7XOQJUGKOD2,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
PZXCQURBJJ5MDQV72,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
3ITCSXASKOYESAXWJ,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
EW9LWIY9P3VLOZG8J,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
70DX2SJ08TKAOFENW,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
0KGYCUQTCGXSWFVRN,"913 Fallview Trail, Nashville, TN 37211","913 Fallview Trail, Nashville, TN 37211",9802448724,9802448724
8QD5OI2IIH8F70YTF,"5108 Franklin Street, Savannah, GA 31405","5108 Franklin Street, Savannah, GA 31405",9804273061,9804273061
JRS7Z8NI5Q8802UG8,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
RMQN6ZFIXLQE4KR0L,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
7Z9CVSWW31IRWNEMU,"8505 Waters Avenue, Savannah, GA 31406","8505 Waters Avenue, Savannah, GA 31406",9804307366,9804307366
GZ7OS2033ZXIDP4MS,"6657 West Rose Garden Lane, Glendale, AZ 85308","6657 West Rose Garden Lane, Glendale, AZ 85308",9803040371,9803040371
19NBG9N4ZJIUHUZAX,"10826 Pointe Royal Drive, Bakersfield, CA 93311","10826 Pointe Royal Drive, Bakersfield, CA 93311",9802751027,9802751027
YM3WTR8RLMQODSMOS,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
UXXTAGPJZXF1K6SJB,"1903 Bashford Manor Lane, Louisville, KY 40218","1903 Bashford Manor Lane, Louisville, KY 40218",9803072892,9803072892
441WLVE62TT3QGHUI,"232 Maine Avenue, Panama City, FL 32401","232 Maine Avenue, Panama City, FL 32401",9804103822,9804103822
8F0UT2Z8XULW9NGGJ,"6601 West Ocotillo Road, Glendale, AZ 85301","6601 West Ocotillo Road, Glendale, AZ 85301",9802917046,9802917046
GFA6N2BWV5A748O76,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
5RGSQ2AL7S0ST1XX3,"130 Old Route 103, Chester, VT 05143","130 Old Route 103, Chester, VT 05143",9802620780,9802620780
R1CFVSUQFSM4BVNP0,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
H8KXHVIQP9FIUSXK5,"1770 Colony Way, Fayetteville, AR 72704","1770 Colony Way, Fayetteville, AR 72704",9802944514,9802944514
3S6U1P8DQB522CL6U,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
JG5S7HLVD43SP37FH,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
QXCPT065U8D9U654B,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
HJM7HGRJG5GGZM1SM,"913 Fallview Trail, Nashville, TN 37211","913 Fallview Trail, Nashville, TN 37211",9802448724,9802448724
AR2A4W6MO1CO554DF,"10826 Pointe Royal Drive, Bakersfield, CA 93311","10826 Pointe Royal Drive, Bakersfield, CA 93311",9802751027,9802751027
9TD85JFVC2LDGAEV7,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
IERDVO4HJN1LBEWXS,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
AVSAX5NRZ1ZUHSBQ1,"8398 West Denton Lane, Glendale, AZ 85305","8398 West Denton Lane, Glendale, AZ 85305",9804057614,9804057614
QNFUI2H3CZ2GXG5QU,"10826 Pointe Royal Drive, Bakersfield, CA 93311","10826 Pointe Royal Drive, Bakersfield, CA 93311",9802751027,9802751027
JJ3L30RZNIGWJR7HZ,"519 West 75th Avenue, Anchorage, AK 99518","519 West 75th Avenue, Anchorage, AK 99518",9803084946,9803084946
R78PUZAKR6LOIKPJ9,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
O04TLARK3X5O8XR80,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
YC2CVHSW1EA8DNFVI,"74 Ranch Drive, Montgomery, AL 36109","74 Ranch Drive, Montgomery, AL 36109",9802905694,9802905694
9BZMH57BO8R8BAC98,"10826 Pointe Royal Drive, Bakersfield, CA 93311","10826 Pointe Royal Drive, Bakersfield, CA 93311",9802751027,9802751027
KBM84N93B0S2Y16RM,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
CXOM9L0E0OG3P5UTZ,"1 Kempf Drive, Easton, MA 02375","1 Kempf Drive, Easton, MA 02375",9804127288,9804127288
TSJ24H60H406HRKZA,"6657 West Rose Garden Lane, Glendale, AZ 85308","6657 West Rose Garden Lane, Glendale, AZ 85308",9803040371,9803040371
RAM1E8QH6YZ5VABOU,"1770 Colony Way, Fayetteville, AR 72704","1770 Colony Way, Fayetteville, AR 72704",9802944514,9802944514
OOE50JRMDKB9GTYDB,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
L2DXRVTLHKVN62QXX,"913 Fallview Trail, Nashville, TN 37211","913 Fallview Trail, Nashville, TN 37211",9802448724,9802448724
3X7S76NRKTZCL4010,"31353 Santa Elena Way, Union City, CA 94587","31353 Santa Elena Way, Union City, CA 94587",9804029266,9804029266
M8C69RZRTV28KR6XF,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
WGMAF7JPI9WELI4AU,"1 Kempf Drive, Easton, MA 02375","1 Kempf Drive, Easton, MA 02375",9804127288,9804127288
O8EOD6QGU0IB15XFH,"5811 Crossings Boulevard, Nashville, TN 37013","5811 Crossings Boulevard, Nashville, TN 37013",9804211262,9804211262
E5TM7575DSV67WLV8,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
EGTEO5GCPT4ZT46D0,"117 East Cook Avenue, Anchorage, AK 99501","117 East Cook Avenue, Anchorage, AK 99501",9804199865,9804199865
2KKKDWKPHMEV4N0QK,"132 Laurel Green Court, Savannah, GA 31419","132 Laurel Green Court, Savannah, GA 31419",9803015533,9803015533
MRUVF2MHR0M362T70,"5108 Franklin Street, Savannah, GA 31405","5108 Franklin Street, Savannah, GA 31405",9804273061,9804273061
8JEZ3YHAQYWPJGO1Q,"700 Winston Place, Anchorage, AK 99504","700 Winston Place, Anchorage, AK 99504",9804087440,9804087440
4NNO8U2ENQ3IL17HD,"31353 Santa Elena Way, Union City, CA 94587","31353 Santa Elena Way, Union City, CA 94587",9804029266,9804029266
0468BS893L7JOMRNX,"19416 Barclay Road, Castro Valley, CA 94546","19416 Barclay Road, Castro Valley, CA 94546",9802917047,9802917047
WSX3GY5N1LGUHVTNP,"6231 North 67th Avenue, Glendale, AZ 85301","6231 North 67th Avenue, Glendale, AZ 85301",9804199938,9804199938
UK1I5SDZJWHYVSSZA,"8505 Waters Avenue, Savannah, GA 31406","8505 Waters Avenue, Savannah, GA 31406",9804307366,9804307366
78NW1QSD0SLY7BJMP,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
4T2GKVXDQ3E8A3BV0,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
5CLKWABDDXW4G02WQ,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
KCLBZXB4Q18X2OZBL,"8315 Surf Drive, Panama City Beach, FL 32408","8315 Surf Drive, Panama City Beach, FL 32408",9803094810,9803094810
V56N8Z5LGK6DT18RX,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
5YRWQQ7HIZWCU13QQ,"8800 Cordell Circle, Anchorage, AK 99502","8800 Cordell Circle, Anchorage, AK 99502",9804152490,9804152490
L9UO3XUQ1VY43E5L8,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
GI8F673RA6WT7B0JM,"1347 Blackwalnut Court, Annapolis, MD 21403","1347 Blackwalnut Court, Annapolis, MD 21403",9802917048,9802917048
UNF5SK5FWIGMML4NR,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
MZQ0K6AP9F02I2VPO,"7 Underwood Place Northwest, Washington, DC 20012","7 Underwood Place Northwest, Washington, DC 20012",9804347669,9804347669
H3W14W8XG3H27RW6B,"1770 Colony Way, Fayetteville, AR 72704","1770 Colony Way, Fayetteville, AR 72704",9802944514,9802944514
YTFTCASQSKJK5LEA1,"1770 Colony Way, Fayetteville, AR 72704","1770 Colony Way, Fayetteville, AR 72704",9802944514,9802944514
TCPGLGGZ1VX33KG6Q,"21950 Arnold Center Road, Carson, CA 90810","21950 Arnold Center Road, Carson, CA 90810",9802905693,9802905693
XJYFXGWCLZ63R8FVH,"6231 North 67th Avenue, Glendale, AZ 85301","6231 North 67th Avenue, Glendale, AZ 85301",9804199938,9804199938
EGTNISXLJJL6HQP7N,"3301 Old Muldoon Road, Anchorage, AK 99504","3301 Old Muldoon Road, Anchorage, AK 99504",9804115222,9804115222
F39AYDE8P8PCNS5XY,"6601 West Ocotillo Road, Glendale, AZ 85301","6601 West Ocotillo Road, Glendale, AZ 85301",9802917046,9802917046
ARTP8QD6ZCI0L0XG8,"165 Saint John Street, Manchester, CT 06040","165 Saint John Street, Manchester, CT 06040",9803040373,9803040373
QSVUG79XFW3UGNULV,"2409 Research Boulevard, Fort Collins, CO 80526","2409 Research Boulevard, Fort Collins, CO 80526",9803066399,9803066399
9Y4LSX5ZCGCB110GQ,"1427 South Carolina Avenue Southeast, Washington, DC 20003","1427 South Carolina Avenue Southeast, Washington, DC 20003",9803043365,9803043365
F8EIPBTDKTDQ4T5BJ,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
ZN5UGR9WAXDUZMDTU,"1420 Turtleback Trail, Panama City, FL 32413","1420 Turtleback Trail, Panama City, FL 32413",9804188236,9804188236
LJ2ZV2BNAVWXA9FX2,"6231 North 67th Avenue, Glendale, AZ 85301","6231 North 67th Avenue, Glendale, AZ 85301",9804199938,9804199938